,Instrument,ESG Score,Date,Environmental Pillar Score,Governance Pillar Score,Social Pillar Score,Carbon Credit,Carbon Offsets/Credits,Internal Carbon Price per Tonne Score Score,Women Managers,Women Employees,Gender Pay Gap Percentage,Water Recycled,Water Recycled Score,Energy Use Total,Policy Energy Efficiency,Waste Total,Waste Recycled Total
0,24CSm.BK,,,,,,,,,,,,,,,,,
1,24CSmf.BK,,,,,,,,,,,,,,,,,
2,24CSmol.BK,,,,,,,,,,,,,,,,,
3,24CSmva.BK,,,,,,,,,,,,,,,,,
4,2S.BK,,,,,,,,,,,,,,,,,
5,2Sf.BK,,,,,,,,,,,,,,,,,
6,2Sol.BK,,,,,,,,,,,,,,,,,
7,2Sva.BK,,,,,,,,,,,,,,,,,
8,3BBIFu.BK,,,,,,,,,,,,,,,,,
9,3BBIFuol.BK,,,,,,,,,,,,,,,,,
10,3BBIFuss.BK,,,,,,,,,,,,,,,,,
11,3BBIFuva.BK,,,,,,,,,,,,,,,,,
12,3K-BAT.BK,,,,,,,,,,,,,,,,,
13,3K-BATol.BK,,,,,,,,,,,,,,,,,
14,3K-BATva.BK,,,,,,,,,,,,,,,,,
15,3K-BATz.BK,,,,,,,,,,,,,,,,,
16,7UP.BK,,,,,,,,,,,,,,,,,
17,7UPf.BK,,,,,,,,,,,,,,,,,
18,7UPol.BK,,,,,,,,,,,,,,,,,
19,7UPss.BK,,,,,,,,,,,,,,,,,
20,7UPva.BK,,,,,,,,,,,,,,,,,
383,APf.BK,24.0535646361822,2019-12-31,5.51586756422585,31.2530883529944,33.7992465629205,,,,,,,,,,True,,
384,APf.BK,20.0553391597968,2020-12-31,4.5645821157218,19.3466580700623,34.3126842195,,,,,,,,,,True,,
385,APf.BK,15.6590146371638,2021-12-31,4.08649266526957,16.6758227466159,24.904435664478,,,,,,,,,,True,,
386,APf.BK,16.3570091851496,2022-12-31,6.22507930776571,19.8164983164983,22.1158362307153,,,,,,,,,,True,,
387,APol.BK,24.0535646361822,2019-12-31,5.51586756422585,31.2530883529944,33.7992465629205,,,,,,,,,,True,,
388,APol.BK,20.0553391597968,2020-12-31,4.5645821157218,19.3466580700623,34.3126842195,,,,,,,,,,True,,
389,APol.BK,15.6590146371638,2021-12-31,4.08649266526957,16.6758227466159,24.904435664478,,,,,,,,,,True,,
390,APol.BK,16.3570091851496,2022-12-31,6.22507930776571,19.8164983164983,22.1158362307153,,,,,,,,,,True,,
391,APPm.BK,,,,,,,,,,,,,,,,,
392,APPmf.BK,,,,,,,,,,,,,,,,,
393,APPmol.BK,,,,,,,,,,,,,,,,,
394,APPmva.BK,,,,,,,,,,,,,,,,,
395,APss.BK,24.0535646361822,2019-12-31,5.51586756422585,31.2530883529944,33.7992465629205,,,,,,,,,,True,,
396,APss.BK,20.0553391597968,2020-12-31,4.5645821157218,19.3466580700623,34.3126842195,,,,,,,,,,True,,
397,APss.BK,15.6590146371638,2021-12-31,4.08649266526957,16.6758227466159,24.904435664478,,,,,,,,,,True,,
398,APss.BK,16.3570091851496,2022-12-31,6.22507930776571,19.8164983164983,22.1158362307153,,,,,,,,,,True,,
399,APURE.BK,,,,,,,,,,,,,,,,,
400,APUREf.BK,,,,,,,,,,,,,,,,,
401,APUREol.BK,,,,,,,,,,,,,,,,,
402,APUREss.BK,,,,,,,,,,,,,,,,,
403,APUREva.BK,,,,,,,,,,,,,,,,,
404,APva.BK,24.0535646361822,2019-12-31,5.51586756422585,31.2530883529944,33.7992465629205,,,,,,,,,,True,,
405,APva.BK,20.0553391597968,2020-12-31,4.5645821157218,19.3466580700623,34.3126842195,,,,,,,,,,True,,
406,APva.BK,15.6590146371638,2021-12-31,4.08649266526957,16.6758227466159,24.904435664478,,,,,,,,,,True,,
407,APva.BK,16.3570091851496,2022-12-31,6.22507930776571,19.8164983164983,22.1158362307153,,,,,,,,,,True,,
408,AQUA.BK,,,,,,,,,,,,,,,,,
409,AQUAf.BK,,,,,,,,,,,,,,,,,
410,AQUAol.BK,,,,,,,,,,,,,,,,,
411,AQUAva.BK,,,,,,,,,,,,,,,,,
412,ARINm.BK,,,,,,,,,,,,,,,,,
413,ARINmf.BK,,,,,,,,,,,,,,,,,
414,ARINmol.BK,,,,,,,,,,,,,,,,,
415,ARINmva.BK,,,,,,,,,,,,,,,,,
416,ARIPm.BK,,,,,,,,,,,,,,,,,
417,ARIPmf.BK,,,,,,,,,,,,,,,,,
418,ARIPmol.BK,,,,,,,,,,,,,,,,,
419,ARIPmva.BK,,,,,,,,,,,,,,,,,
420,ARROWm.BK,,,,,,,,,,,,,,,,,
421,ARROWmf.BK,,,,,,,,,,,,,,,,,
422,ARROWmol.BK,,,,,,,,,,,,,,,,,
423,ARROWmva.BK,,,,,,,,,,,,,,,,,
424,AS.BK,,,,,,,,,,,,,,,,,
425,ASAP.BK,,,,,,,,,,,,,,,,,
426,ASAPf.BK,,,,,,,,,,,,,,,,,
427,ASAPol.BK,,,,,,,,,,,,,,,,,
428,ASAPva.BK,,,,,,,,,,,,,,,,,
429,ASEFA.BK,,,,,,,,,,,,,,,,,
430,ASEFAf.BK,,,,,,,,,,,,,,,,,
431,ASEFAol.BK,,,,,,,,,,,,,,,,,
432,ASEFAva.BK,,,,,,,,,,,,,,,,,
433,ASf.BK,,,,,,,,,,,,,,,,,
434,ASIA.BK,,,,,,,,,,,,,,,,,
435,ASIAf.BK,,,,,,,,,,,,,,,,,
436,ASIAN.BK,21.9626248232237,2020-12-31,18.0611084364251,12.4134966688158,29.9733750238009,,,,,,,157660.0,59.7560975609756,614688.0,True,7983.03,1558.54
437,ASIAN.BK,23.4371299236146,2021-12-31,18.6373517298373,24.4018894819532,25.934555524473,,,,,,,169041.0,50.0,639045.0,True,5163.18,1697.78
438,ASIAN.BK,27.1268009345453,2022-12-31,22.4135123915056,15.1792929292929,37.0425005244722,,,,,,,181751.0,45.0,679863.0,True,5684.27,1915.07
439,ASIANf.BK,21.9626248232237,2020-12-31,18.0611084364251,12.4134966688158,29.9733750238009,,,,,,,157660.0,59.7560975609756,614688.0,True,7983.03,1558.54
440,ASIANf.BK,23.4371299236146,2021-12-31,18.6373517298373,24.4018894819532,25.934555524473,,,,,,,169041.0,50.0,639045.0,True,5163.18,1697.78
441,ASIANf.BK,27.1268009345453,2022-12-31,22.4135123915056,15.1792929292929,37.0425005244722,,,,,,,181751.0,45.0,679863.0,True,5684.27,1915.07
442,ASIANol.BK,21.9626248232237,2020-12-31,18.0611084364251,12.4134966688158,29.9733750238009,,,,,,,157660.0,59.7560975609756,614688.0,True,7983.03,1558.54
443,ASIANol.BK,23.4371299236146,2021-12-31,18.6373517298373,24.4018894819532,25.934555524473,,,,,,,169041.0,50.0,639045.0,True,5163.18,1697.78
444,ASIANol.BK,27.1268009345453,2022-12-31,22.4135123915056,15.1792929292929,37.0425005244722,,,,,,,181751.0,45.0,679863.0,True,5684.27,1915.07
445,ASIANss.BK,21.9626248232237,2020-12-31,18.0611084364251,12.4134966688158,29.9733750238009,,,,,,,157660.0,59.7560975609756,614688.0,True,7983.03,1558.54
446,ASIANss.BK,23.4371299236146,2021-12-31,18.6373517298373,24.4018894819532,25.934555524473,,,,,,,169041.0,50.0,639045.0,True,5163.18,1697.78
447,ASIANss.BK,27.1268009345453,2022-12-31,22.4135123915056,15.1792929292929,37.0425005244722,,,,,,,181751.0,45.0,679863.0,True,5684.27,1915.07
448,ASIANva.BK,21.9626248232237,2020-12-31,18.0611084364251,12.4134966688158,29.9733750238009,,,,,,,157660.0,59.7560975609756,614688.0,True,7983.03,1558.54
449,ASIANva.BK,23.4371299236146,2021-12-31,18.6373517298373,24.4018894819532,25.934555524473,,,,,,,169041.0,50.0,639045.0,True,5163.18,1697.78
450,ASIANva.BK,27.1268009345453,2022-12-31,22.4135123915056,15.1792929292929,37.0425005244722,,,,,,,181751.0,45.0,679863.0,True,5684.27,1915.07
451,ASIAol.BK,,,,,,,,,,,,,,,,,
452,ASIAva.BK,,,,,,,,,,,,,,,,,
453,ASIMAR.BK,,,,,,,,,,,,,,,,,
454,ASIMARf.BK,,,,,,,,,,,,,,,,,
455,ASIMARol.BK,,,,,,,,,,,,,,,,,
456,ASIMARva.BK,,,,,,,,,,,,,,,,,
457,ASK.BK,,,,,,,,,,,,,,,,,
458,ASKf.BK,,,,,,,,,,,,,,,,,
459,ASKol.BK,,,,,,,,,,,,,,,,,
460,ASKss.BK,,,,,,,,,,,,,,,,,
461,ASKva.BK,,,,,,,,,,,,,,,,,
462,ASNm.BK,,,,,,,,,,,,,,,,,
463,ASNmf.BK,,,,,,,,,,,,,,,,,
464,ASNmol.BK,,,,,,,,,,,,,,,,,
465,ASNmva.BK,,,,,,,,,,,,,,,,,
466,ASol.BK,,,,,,,,,,,,,,,,,
467,ASP.BK,,,,,,,,,,,,,,,,,
468,ASPf.BK,,,,,,,,,,,,,,,,,
469,ASPol.BK,,,,,,,,,,,,,,,,,
470,ASPss.BK,,,,,,,,,,,,,,,,,
471,ASPva.BK,,,,,,,,,,,,,,,,,
472,Ass.BK,,,,,,,,,,,,,,,,,
473,ASss.BK,,,,,,,,,,,,,,,,,
474,ASva.BK,,,,,,,,,,,,,,,,,
475,ASW.BK,,,,,,,,,,,,,,,,,
476,ASWf.BK,,,,,,,,,,,,,,,,,
477,ASWol.BK,,,,,,,,,,,,,,,,,
478,ASWss.BK,,,,,,,,,,,,,,,,,
479,ASWva.BK,,,,,,,,,,,,,,,,,
480,ATP30m.BK,,,,,,,,,,,,,,,,,
481,ATP30mf.BK,,,,,,,,,,,,,,,,,
482,ATP30mol.BK,,,,,,,,,,,,,,,,,
483,ATP30mva.BK,,,,,,,,,,,,,,,,,
484,AUCTm.BK,,,,,,,,,,,,,,,,,
485,AUCTmf.BK,,,,,,,,,,,,,,,,,
486,AUCTmol.BK,,,,,,,,,,,,,,,,,
487,AUCTmss.BK,,,,,,,,,,,,,,,,,
488,AUCTmva.BK,,,,,,,,,,,,,,,,,
489,AUm.BK,,,,,,,,,,,,,,,,,
490,AUmf.BK,,,,,,,,,,,,,,,,,
491,AUmol.BK,,,,,,,,,,,,,,,,,
492,AUmss.BK,,,,,,,,,,,,,,,,,
493,AUmva.BK,,,,,,,,,,,,,,,,,
494,AURA.BK,,,,,,,,,,,,,,,,,
495,AURAf.BK,,,,,,,,,,,,,,,,,
496,AURAol.BK,,,,,,,,,,,,,,,,,
497,AURAss.BK,,,,,,,,,,,,,,,,,
498,AURAva.BK,,,,,,,,,,,,,,,,,
499,Ava.BK,,,,,,,,,,,,,,,,,
500,AWC.BK,47.3833600541941,2019-12-31,28.4175084175084,64.1712774471935,47.5709261075394,,,,54.265,49.79,,,,831720.0,False,7771.67,303.5
501,AWC.BK,65.4734662165624,2020-12-31,65.2091973959381,62.5510423382764,67.580310094461,,,,53.157,49.105,,,,681792.0,True,7580.72,359.32
502,AWC.BK,67.0915579123826,2021-12-31,65.0816474738043,63.0513676894424,70.9909643241564,,,,53.084,47.969,,,,529014.0,True,10846.7,2859.09
503,AWC.BK,68.3183655117422,2022-12-31,67.804945307473,66.9789562289562,69.519357156161,,,,53.933,49.336,,266435.0,,,True,11610.0,1057.89
504,AWCf.BK,47.3833600541941,2019-12-31,28.4175084175084,64.1712774471935,47.5709261075394,,,,54.265,49.79,,,,831720.0,False,7771.67,303.5
505,AWCf.BK,65.4734662165624,2020-12-31,65.2091973959381,62.5510423382764,67.580310094461,,,,53.157,49.105,,,,681792.0,True,7580.72,359.32
506,AWCf.BK,67.0915579123826,2021-12-31,65.0816474738043,63.0513676894424,70.9909643241564,,,,53.084,47.969,,,,529014.0,True,10846.7,2859.09
507,AWCf.BK,68.3183655117422,2022-12-31,67.804945307473,66.9789562289562,69.519357156161,,,,53.933,49.336,,266435.0,,,True,11610.0,1057.89
508,AWCol.BK,47.3833600541941,2019-12-31,28.4175084175084,64.1712774471935,47.5709261075394,,,,54.265,49.79,,,,831720.0,False,7771.67,303.5
509,AWCol.BK,65.4734662165624,2020-12-31,65.2091973959381,62.5510423382764,67.580310094461,,,,53.157,49.105,,,,681792.0,True,7580.72,359.32
510,AWCol.BK,67.0915579123826,2021-12-31,65.0816474738043,63.0513676894424,70.9909643241564,,,,53.084,47.969,,,,529014.0,True,10846.7,2859.09
511,AWCol.BK,68.3183655117422,2022-12-31,67.804945307473,66.9789562289562,69.519357156161,,,,53.933,49.336,,266435.0,,,True,11610.0,1057.89
512,AWCss.BK,47.3833600541941,2019-12-31,28.4175084175084,64.1712774471935,47.5709261075394,,,,54.265,49.79,,,,831720.0,False,7771.67,303.5
513,AWCss.BK,65.4734662165624,2020-12-31,65.2091973959381,62.5510423382764,67.580310094461,,,,53.157,49.105,,,,681792.0,True,7580.72,359.32
514,AWCss.BK,67.0915579123826,2021-12-31,65.0816474738043,63.0513676894424,70.9909643241564,,,,53.084,47.969,,,,529014.0,True,10846.7,2859.09
515,AWCss.BK,68.3183655117422,2022-12-31,67.804945307473,66.9789562289562,69.519357156161,,,,53.933,49.336,,266435.0,,,True,11610.0,1057.89
516,AWCva.BK,47.3833600541941,2019-12-31,28.4175084175084,64.1712774471935,47.5709261075394,,,,54.265,49.79,,,,831720.0,False,7771.67,303.5
517,AWCva.BK,65.4734662165624,2020-12-31,65.2091973959381,62.5510423382764,67.580310094461,,,,53.157,49.105,,,,681792.0,True,7580.72,359.32
518,AWCva.BK,67.0915579123826,2021-12-31,65.0816474738043,63.0513676894424,70.9909643241564,,,,53.084,47.969,,,,529014.0,True,10846.7,2859.09
519,AWCva.BK,68.3183655117422,2022-12-31,67.804945307473,66.9789562289562,69.519357156161,,,,53.933,49.336,,266435.0,,,True,11610.0,1057.89
520,AYUD.BK,,,,,,,,,,,,,,,,,
521,AYUDf.BK,,,,,,,,,,,,,,,,,
522,AYUDol.BK,,,,,,,,,,,,,,,,,
523,AYUDss.BK,,,,,,,,,,,,,,,,,
524,AYUDva.BK,,,,,,,,,,,,,,,,,
525,B.BK,,,,,,,,,,,,,,,,,
526,B52.BK,,,,,,,,,,,,,,,,,
527,B52f.BK,,,,,,,,,,,,,,,,,
528,B52ol.BK,,,,,,,,,,,,,,,,,
529,B52va.BK,,,,,,,,,,,,,,,,,
530,BA.BK,,,,,,,,,,,,,,,,,
531,BAf.BK,,,,,,,,,,,,,,,,,
532,BAFS.BK,50.4396925462539,2020-12-31,42.4492620363436,31.6774124220933,68.2544562722326,,,,,18.164,,,,15826.1,True,4.41,
533,BAFS.BK,54.5553029253209,2021-12-31,48.1241234221598,48.2805298040807,63.0741987107098,,,,,17.811,,,,23210.8,True,3.59,
534,BAFS.BK,64.5800622493881,2022-12-31,51.8123035798143,57.9924242424242,77.6224723365465,,,,50.0,22.708,49.9,11782.0,87.5,,True,13.68,
535,BAFSf.BK,50.4396925462539,2020-12-31,42.4492620363436,31.6774124220933,68.2544562722326,,,,,18.164,,,,15826.1,True,4.41,
536,BAFSf.BK,54.5553029253209,2021-12-31,48.1241234221598,48.2805298040807,63.0741987107098,,,,,17.811,,,,23210.8,True,3.59,
537,BAFSf.BK,64.5800622493881,2022-12-31,51.8123035798143,57.9924242424242,77.6224723365465,,,,50.0,22.708,49.9,11782.0,87.5,,True,13.68,
538,BAFSol.BK,50.4396925462539,2020-12-31,42.4492620363436,31.6774124220933,68.2544562722326,,,,,18.164,,,,15826.1,True,4.41,
539,BAFSol.BK,54.5553029253209,2021-12-31,48.1241234221598,48.2805298040807,63.0741987107098,,,,,17.811,,,,23210.8,True,3.59,
540,BAFSol.BK,64.5800622493881,2022-12-31,51.8123035798143,57.9924242424242,77.6224723365465,,,,50.0,22.708,49.9,11782.0,87.5,,True,13.68,
541,BAFSss.BK,50.4396925462539,2020-12-31,42.4492620363436,31.6774124220933,68.2544562722326,,,,,18.164,,,,15826.1,True,4.41,
542,BAFSss.BK,54.5553029253209,2021-12-31,48.1241234221598,48.2805298040807,63.0741987107098,,,,,17.811,,,,23210.8,True,3.59,
543,BAFSss.BK,64.5800622493881,2022-12-31,51.8123035798143,57.9924242424242,77.6224723365465,,,,50.0,22.708,49.9,11782.0,87.5,,True,13.68,
544,BAFSva.BK,50.4396925462539,2020-12-31,42.4492620363436,31.6774124220933,68.2544562722326,,,,,18.164,,,,15826.1,True,4.41,
545,BAFSva.BK,54.5553029253209,2021-12-31,48.1241234221598,48.2805298040807,63.0741987107098,,,,,17.811,,,,23210.8,True,3.59,
546,BAFSva.BK,64.5800622493881,2022-12-31,51.8123035798143,57.9924242424242,77.6224723365465,,,,50.0,22.708,49.9,11782.0,87.5,,True,13.68,
547,BAM.BK,34.1339345924991,2019-12-31,10.6253794778385,20.1844312210739,59.0048068493951,,,,,,,,,,False,,
548,BAM.BK,52.64184995782,2020-12-31,12.1576713645099,52.0760799484204,67.6943778902588,,,,,51.705,,,,,False,,
549,BAM.BK,38.693226351541,2021-12-31,17.2072504843797,24.2225135520388,63.462772409022,,,,,53.0,,,,9700.23,False,,
550,BAM.BK,47.7761661092851,2022-12-31,28.1200884413543,27.6961279461279,78.5382388950519,,,,48.031,55.33,100.0,,,10632.4,True,108.386,22.872
551,BAMf.BK,34.1339345924991,2019-12-31,10.6253794778385,20.1844312210739,59.0048068493951,,,,,,,,,,False,,
552,BAMf.BK,52.64184995782,2020-12-31,12.1576713645099,52.0760799484204,67.6943778902588,,,,,51.705,,,,,False,,
553,BAMf.BK,38.693226351541,2021-12-31,17.2072504843797,24.2225135520388,63.462772409022,,,,,53.0,,,,9700.23,False,,
554,BAMf.BK,47.7761661092851,2022-12-31,28.1200884413543,27.6961279461279,78.5382388950519,,,,48.031,55.33,100.0,,,10632.4,True,108.386,22.872
